"","dir.dyad","actor","receiver","a.sex","r.sex","site1","site2","season1","season2","kinship","grooming","foodsharing","dist"
"4103","speedster_ddld","speedster","ddld","M","F","zoo","tole","phd","postdoc",0,NA,NA,1.94457947039231
"4104","speedster_eve","speedster","eve","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,2.45509329808485
"4105","speedster_falcon","speedster","falcon","M","M","zoo","tole","phd","postdoc",0,NA,NA,2.19265543225309
"4106","speedster_flapper","speedster","flapper","M","M","zoo","zoo","phd","phd",0,NA,0,1.07470229643284
"4107","speedster_fran","speedster","fran","M","F","zoo","tole","phd","lab",0,NA,NA,2.95650706135471
"4108","speedster_gayle","speedster","gayle","M","F","zoo","tole","phd","lab",0,NA,NA,3.11822472642067
"4109","speedster_gremlin","speedster","gremlin","M","M","zoo","zoo","phd","phd",0.3693,NA,0,1.69911731842911
"4110","speedster_hera","speedster","hera","M","F","zoo","tole","phd","lab",0,NA,NA,2.7868299958101
"4111","speedster_hilga","speedster","hilga","M","F","zoo","tole","phd","postdoc",0,NA,NA,2.51848104471674
"4112","speedster_hulk","speedster","hulk","M","M","zoo","tole","phd","postdoc",0,NA,NA,2.15813429249608
"4113","speedster_jenna-bat","speedster","jenna-bat","M","M","zoo","gamboa","phd","postdoc",0,NA,NA,2.62220732679356
"4114","speedster_jupiter","speedster","jupiter","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,2.22923636694577
"4115","speedster_kelly","speedster","kelly","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,2.0574951050227
"4116","speedster_ldc","speedster","ldc","M","M","zoo","tole","phd","postdoc",0,NA,NA,4.5440735370404
"4117","speedster_lds","speedster","lds","M","M","zoo","tole","phd","postdoc",0,NA,NA,2.11113779449279
"4118","speedster_lsd","speedster","lsd","M","F","zoo","tole","phd","postdoc",0,NA,NA,1.97742549387711
"4119","speedster_lucyson","speedster","lucyson","M","M","zoo","zoo","phd","phd",0,NA,NA,3.48698450420727
"4120","speedster_mabel","speedster","mabel","M","F","zoo","tole","phd","lab",0,NA,NA,2.90446370356104
"4121","speedster_marce","speedster","marce","M","F","zoo","zoo","phd","phd",0.1624,NA,0,1.73522653163099
"4122","speedster_no-band","speedster","no-band","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,2.41283366437158
"4123","speedster_ola","speedster","ola","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,2.58333045178358
"4124","speedster_opal","speedster","opal","M","F","zoo","chorrera","phd","lab",0,NA,NA,2.13297002108807
"4125","speedster_piper","speedster","piper","M","F","zoo","chorrera","phd","lab",0,NA,NA,1.91410281560398
"4126","speedster_queen","speedster","queen","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,2.19683834238607
"4127","speedster_r","speedster","r","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.57869577842247
"4128","speedster_rc","speedster","rc","M","F","zoo","tole","phd","postdoc",0,NA,NA,2.24636970558124
"4129","speedster_rina","speedster","rina","M","F","zoo","chorrera","phd","lab",0,NA,NA,2.47923504518744
"4130","speedster_s","speedster","s","M","F","zoo","tole","phd","postdoc",0,NA,NA,2.89441770139802
"4131","speedster_sam6","speedster","sam6","M",NA,"zoo","chilibre","phd","postdoc",0,NA,NA,2.28792004764841
"4132","speedster_sc","speedster","sc","M","F","zoo","tole","phd","postdoc",0,NA,NA,2.47147269879547
"4133","speedster_scc","speedster","scc","M","M","zoo","tole","phd","postdoc",0,NA,NA,2.62256289471204
"4134","speedster_scs","speedster","scs","M","F","zoo","tole","phd","lab",0,NA,NA,2.5898444635295
"4135","speedster_sd","speedster","sd","M","F","zoo","tole","phd","postdoc",0,NA,NA,2.34665676499232
"4136","speedster_shania","speedster","shania","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,2.41227519660315
"4137","speedster_sheldon","speedster","sheldon","M","M","zoo","zoo","phd","phd",0,NA,NA,1.08340644268837
"4138","speedster_six","speedster","six","M","M","zoo","las.pavas","phd","postdoc",0,NA,NA,2.5256319327867
"4139","speedster_snow","speedster","snow","M","F","zoo","zoo","phd","phd",0,NA,0.00100529100529101,2.41244939178901
"4140","speedster_son-of-ola","speedster","son-of-ola","M","M","zoo","las.pavas","phd","postdoc",0,NA,NA,2.22897089102813
"4141","speedster_ss","speedster","ss","M","F","zoo","tole","phd","postdoc",0,NA,NA,1.90454373748067
"4142","speedster_sss","speedster","sss","M","F","zoo","tole","phd","postdoc",0,NA,NA,2.00438641754749
"4143","speedster_streblick","speedster","streblick","M","M","zoo","zoo","phd","phd",0.1937,NA,NA,3.72392302535221
"4144","speedster_tiffany","speedster","tiffany","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,1.77841731903246
"4145","speedster_vampison","speedster","vampison","M","M","zoo","zoo","phd","phd",NA,NA,NA,1.72817259217142
"4146","speedster_vixen","speedster","vixen","M","F","zoo","chorrera","phd","lab",0,NA,NA,1.80729562604906
"4147","speedster_zaria","speedster","zaria","M","F","zoo","zoo","phd","phd",0,NA,0,1.17833650071963
"4148","speedster_zelda","speedster","zelda","M","F","zoo","chorrera","phd","lab",0,NA,NA,2.23859387753887
"4149","ss_alicia","ss","alicia","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.03222268255389
"4150","ss_bat2","ss","bat2","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.28973418069749
"4151","ss_bat3","ss","bat3","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.80312856942014
"4152","ss_bat4","ss","bat4","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.3573743349792
"4153","ss_bat5","ss","bat5","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.27714810343976
"4154","ss_bat6","ss","bat6","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.68211792681357
"4155","ss_bat7","ss","bat7","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.70749937613958
"4156","ss_bella","ss","bella","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.25030221864039
"4157","ss_betty","ss","betty","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.22244167462159
"4158","ss_black-panther","ss","black-panther","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,2.23614749698983
"4159","ss_c","ss","c","F","F","tole","tole","postdoc","postdoc",0.2406,0.000391414141414141,0.0148456790123457,2.50318513562982
"4160","ss_cat","ss","cat","F","F","tole","las.pavas","postdoc","postdoc",0,8.06451612903226e-05,0,2.17011183002915
"4161","ss_cc","ss","cc","F","F","tole","tole","postdoc","postdoc",0.1173,0.0032258064516129,0.000522875816993464,2.2490686855561
"4162","ss_ccc","ss","ccc","F","F","tole","tole","postdoc","postdoc",0.181,0.000788888888888889,0.00931372549019608,2.36750232723539
"4163","ss_ccs","ss","ccs","F","F","tole","tole","postdoc","postdoc",0.1061,0.00307777777777778,0.00224537037037037,2.30768555771004
"4164","ss_cerce","ss","cerce","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.70979273667218
"4165","ss_cerceson","ss","cerceson","F","M","tole","zoo","postdoc","phd",0,NA,NA,3.57236143976174
"4166","ss_cindy","ss","cindy","F","F","tole","tole","postdoc","lab",NA,NA,NA,1.89200957687892
"4167","ss_cs","ss","cs","F","F","tole","tole","postdoc","postdoc",0.0984,6.61375661375661e-05,0,2.08797495057055
"4168","ss_d","ss","d","F","F","tole","tole","postdoc","lab",NA,0.00124521072796935,0,1.88509039780346
"4169","ss_dcd","ss","dcd","F","F","tole","tole","postdoc","postdoc",0.4528,0,0,2.1086399268914
"4170","ss_dd","ss","dd","F","F","tole","tole","postdoc","postdoc",0.0144,0.00758064516129032,0.0161988304093567,2.61760126814162
"4171","ss_ddld","ss","ddld","F","F","tole","tole","postdoc","postdoc",0.5,0.103268518518519,0.208666666666667,1.80728109086268
"4172","ss_eve","ss","eve","F","F","tole","las.pavas","postdoc","postdoc",0,0.00297491039426523,0,2.34959909448546
"4173","ss_falcon","ss","falcon","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,2.15676982060319
"4174","ss_flapper","ss","flapper","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.41693720189974
"4175","ss_fran","ss","fran","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.45555385982549
"4176","ss_gayle","ss","gayle","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.84938179356324
"4177","ss_gremlin","ss","gremlin","F","M","tole","zoo","postdoc","phd",0,NA,NA,1.87402977913235
"4178","ss_hera","ss","hera","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.34558624316245
"4179","ss_hilga","ss","hilga","F","F","tole","tole","postdoc","postdoc",0,NA,0,2.25863578715594
"4180","ss_hulk","ss","hulk","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.58888165713284
"4181","ss_jenna-bat","ss","jenna-bat","F","M","tole","gamboa","postdoc","postdoc",0,NA,NA,2.25050631101591
"4182","ss_jupiter","ss","jupiter","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.14762026789206
"4183","ss_kelly","ss","kelly","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.08766665953617
"4184","ss_ldc","ss","ldc","F","M","tole","tole","postdoc","postdoc",0.0618,0,0,4.06205983964023
"4185","ss_lds","ss","lds","F","M","tole","tole","postdoc","postdoc",0.0988,0,0,1.85482111107829
"4186","ss_lsd","ss","lsd","F","F","tole","tole","postdoc","postdoc",0.0334,0,0,1.95278247092296
"4187","ss_lucyson","ss","lucyson","F","M","tole","zoo","postdoc","phd",0,NA,NA,3.39529929982374
"4188","ss_mabel","ss","mabel","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.40335180719501
"4189","ss_marce","ss","marce","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.82536586665974
"4190","ss_no-band","ss","no-band","F","F","tole","las.pavas","postdoc","postdoc",0,0.000740740740740741,0,2.17750989772693
"4191","ss_ola","ss","ola","F","F","tole","las.pavas","postdoc","postdoc",0,0.00239583333333333,0.000125,2.54824269742076
"4192","ss_opal","ss","opal","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.02037195766747
"4193","ss_piper","ss","piper","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.53338130619571
"4194","ss_queen","ss","queen","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.44182436832859
"4195","ss_r","ss","r","F","F","tole","tole","postdoc","postdoc",0,0.00272401433691756,0.00155228758169935,2.85382946569226
"4196","ss_rc","ss","rc","F","F","tole","tole","postdoc","postdoc",0.2857,0.00032258064516129,0.00115740740740741,2.14739334931533
"4197","ss_rina","ss","rina","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.61366381376119
"4198","ss_s","ss","s","F","F","tole","tole","postdoc","postdoc",0.0487,0.000295698924731183,0,2.61109431436365
"4199","ss_sam6","ss","sam6","F",NA,"tole","chilibre","postdoc","postdoc",0,NA,NA,2.0696389972334
"4200","ss_sc","ss","sc","F","F","tole","tole","postdoc","postdoc",0.2717,0.00152777777777778,0.0396450617283951,2.18435923537739
"4201","ss_scc","ss","scc","F","M","tole","tole","postdoc","postdoc",NA,NA,0.00777777777777778,2.43928286841505
"4202","ss_scs","ss","scs","F","F","tole","tole","postdoc","lab",NA,0.00252777777777778,0.0115873015873016,2.9284200750994
"4203","ss_sd","ss","sd","F","F","tole","tole","postdoc","postdoc",0,0,0.00959104938271605,2.17392883926106
"4204","ss_shania","ss","shania","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.51130317531625
"4205","ss_sheldon","ss","sheldon","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.29786500557169
"4206","ss_six","ss","six","F","M","tole","las.pavas","postdoc","postdoc",0,NA,NA,2.78966307978694
"4207","ss_snow","ss","snow","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.46556296910083
"4208","ss_son-of-ola","ss","son-of-ola","F","M","tole","las.pavas","postdoc","postdoc",0,0,0,2.46824925229218
"4209","ss_speedster","ss","speedster","F","M","tole","zoo","postdoc","phd",0,NA,NA,1.90454373748067
"4210","ss_sss","ss","sss","F","F","tole","tole","postdoc","postdoc",0.1919,0.00273297491039427,0.00194444444444444,1.82160736011572
"4211","ss_streblick","ss","streblick","F","M","tole","zoo","postdoc","phd",0,NA,NA,3.7085728807367
"4212","ss_tiffany","ss","tiffany","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.29173792034193
"4213","ss_vampison","ss","vampison","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.16628973511661
"4214","ss_vixen","ss","vixen","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.07155631676879
"4215","ss_zaria","ss","zaria","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.02246670526252
"4216","ss_zelda","ss","zelda","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.36959842569598
"4217","sss_alicia","sss","alicia","F","F","tole","chorrera","postdoc","lab",0,NA,NA,1.56739308533577
"4218","sss_bat2","sss","bat2","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.55327485469148
"4219","sss_bat3","sss","bat3","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.7431196961271
"4220","sss_bat4","sss","bat4","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.02840295938742
"4221","sss_bat5","sss","bat5","F","M","tole","zoo","postdoc","phd",0,NA,NA,1.67407096061493
"4222","sss_bat6","sss","bat6","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.24703689539168
"4223","sss_bat7","sss","bat7","F","M","tole","zoo","postdoc","phd",0,NA,NA,1.90573110346681
"4224","sss_bella","sss","bella","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.22884377047309
"4225","sss_betty","sss","betty","F","F","tole","tole","postdoc","lab",NA,NA,NA,1.18771476044281
"4226","sss_black-panther","sss","black-panther","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.43480592146436
"4227","sss_c","sss","c","F","F","tole","tole","postdoc","postdoc",0.1121,0,0,2.17793245359617
"4228","sss_cat","sss","cat","F","F","tole","las.pavas","postdoc","postdoc",0,0.000111111111111111,0,1.6484451840716
"4229","sss_cc","sss","cc","F","F","tole","tole","postdoc","postdoc",0,0.00183333333333333,0,1.64387138215522
"4230","sss_ccc","sss","ccc","F","F","tole","tole","postdoc","postdoc",0.1588,0.000740740740740741,9.25925925925926e-05,2.19880578923412
"4231","sss_ccs","sss","ccs","F","F","tole","tole","postdoc","postdoc",0.1223,0.00198830409356725,0.00138888888888889,0.984596153964308
"4232","sss_cerce","sss","cerce","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.63742384192053
"4233","sss_cerceson","sss","cerceson","F","M","tole","zoo","postdoc","phd",0,NA,NA,3.85186569462322
"4234","sss_cindy","sss","cindy","F","F","tole","tole","postdoc","lab",NA,NA,NA,1.49357682335583
"4235","sss_cs","sss","cs","F","F","tole","tole","postdoc","postdoc",0.1209,0.000588888888888889,0,1.07019936174648
"4236","sss_d","sss","d","F","F","tole","tole","postdoc","lab",NA,0.000296296296296296,0,1.10300537356831
"4237","sss_dcd","sss","dcd","F","F","tole","tole","postdoc","postdoc",0.029,0,0,1.17292536603431
"4238","sss_dd","sss","dd","F","F","tole","tole","postdoc","postdoc",0,0.000694444444444444,0,1.85234183075454
"4239","sss_ddld","sss","ddld","F","F","tole","tole","postdoc","postdoc",0.1537,0.000175925925925926,0.00414814814814815,1.5734191730964
"4240","sss_eve","sss","eve","F","F","tole","las.pavas","postdoc","postdoc",0,8.88888888888889e-05,0,1.7456662492602
"4241","sss_falcon","sss","falcon","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.65877986284318
"4242","sss_flapper","sss","flapper","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.18215612102335
"4243","sss_fran","sss","fran","F","F","tole","tole","postdoc","lab",NA,NA,NA,1.80208845771636
"4244","sss_gayle","sss","gayle","F","F","tole","tole","postdoc","lab",NA,NA,NA,2.18849628300955
"4245","sss_gremlin","sss","gremlin","F","M","tole","zoo","postdoc","phd",0,NA,NA,1.26679725760142
"4246","sss_hera","sss","hera","F","F","tole","tole","postdoc","lab",NA,NA,NA,1.94663401892133
"4247","sss_hilga","sss","hilga","F","F","tole","tole","postdoc","postdoc",0,NA,0,1.25475068106683
"4248","sss_hulk","sss","hulk","F","M","tole","tole","postdoc","postdoc",NA,NA,NA,1.36407593745434
"4249","sss_jenna-bat","sss","jenna-bat","F","M","tole","gamboa","postdoc","postdoc",0,NA,NA,1.59824962476076
"4250","sss_jupiter","sss","jupiter","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,1.66644733945983
"4251","sss_kelly","sss","kelly","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,1.98459911148507
"4252","sss_ldc","sss","ldc","F","M","tole","tole","postdoc","postdoc",0,0.000133333333333333,0,3.69427207926044
"4253","sss_lds","sss","lds","F","M","tole","tole","postdoc","postdoc",0,0,0,1.29262332684084
"4254","sss_lsd","sss","lsd","F","F","tole","tole","postdoc","postdoc",0,0,0,1.06244723912968
"4255","sss_lucyson","sss","lucyson","F","M","tole","zoo","postdoc","phd",0,NA,NA,3.29159086366148
"4256","sss_mabel","sss","mabel","F","F","tole","tole","postdoc","lab",NA,NA,NA,1.78923983927083
"4257","sss_marce","sss","marce","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.70616578058125
"4258","sss_no-band","sss","no-band","F","F","tole","las.pavas","postdoc","postdoc",0,0,0,1.01960927579482
"4259","sss_ola","sss","ola","F","F","tole","las.pavas","postdoc","postdoc",0,0,0.000166666666666667,1.72826349318631
"4260","sss_opal","sss","opal","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.1104316127314
"4261","sss_piper","sss","piper","F","F","tole","chorrera","postdoc","lab",0,NA,NA,1.99041071375862
"4262","sss_queen","sss","queen","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.28935048251208
"4263","sss_r","sss","r","F","F","tole","tole","postdoc","postdoc",0,0,0,2.4526637812505
"4264","sss_rc","sss","rc","F","F","tole","tole","postdoc","postdoc",0.0585,0.000555555555555556,0.000679012345679012,1.90740933170119
"4265","sss_rina","sss","rina","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.92806306853466
"4266","sss_s","sss","s","F","F","tole","tole","postdoc","postdoc",0,0.000492424242424242,0,1.64720328072855
"4267","sss_sam6","sss","sam6","F",NA,"tole","chilibre","postdoc","postdoc",0,NA,NA,1.61265837227962
"4268","sss_sc","sss","sc","F","F","tole","tole","postdoc","postdoc",0.5,0.0827170138888889,0.102493961352657,1.37074866301862
"4269","sss_scc","sss","scc","F","M","tole","tole","postdoc","postdoc",NA,NA,0,1.03649480045498
"4270","sss_scs","sss","scs","F","F","tole","tole","postdoc","lab",NA,8.62068965517241e-05,0,1.57928973546441
"4271","sss_sd","sss","sd","F","F","tole","tole","postdoc","postdoc",0,0.000124521072796935,0,1.87622835804895
"4272","sss_shania","sss","shania","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,3.03580341364065
"4273","sss_sheldon","sss","sheldon","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.15961097253131
"4274","sss_six","sss","six","F","M","tole","las.pavas","postdoc","postdoc",0,NA,NA,1.8873900729195
"4275","sss_snow","sss","snow","F","F","tole","zoo","postdoc","phd",0,NA,NA,2.11840060625645
"4276","sss_son-of-ola","sss","son-of-ola","F","M","tole","las.pavas","postdoc","postdoc",0,0,0,1.52831030066977
"4277","sss_speedster","sss","speedster","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.00438641754749
"4278","sss_ss","sss","ss","F","F","tole","tole","postdoc","postdoc",0.1919,0.00556451612903226,0.000638888888888889,1.82160736011572
"4279","sss_streblick","sss","streblick","F","M","tole","zoo","postdoc","phd",0,NA,NA,4.13804771456615
"4280","sss_tiffany","sss","tiffany","F","F","tole","lake.bayano","postdoc","lab",0,NA,NA,2.20120203663983
"4281","sss_vampison","sss","vampison","F","M","tole","zoo","postdoc","phd",0,NA,NA,2.23076705261203
"4282","sss_vixen","sss","vixen","F","F","tole","chorrera","postdoc","lab",0,NA,NA,1.44959744051296
"4283","sss_zaria","sss","zaria","F","F","tole","zoo","postdoc","phd",0,NA,NA,1.5065198417263
"4284","sss_zelda","sss","zelda","F","F","tole","chorrera","postdoc","lab",0,NA,NA,2.09154244023279
"4285","streblick_alicia","streblick","alicia","M","F","zoo","chorrera","phd","lab",0,NA,NA,3.78113195872243
"4286","streblick_bat2","streblick","bat2","M","F","zoo","zoo","phd","phd",0,NA,0,4.28911296451507
"4287","streblick_bat3","streblick","bat3","M","F","zoo","zoo","phd","phd",0,NA,0,3.56046986706377
"4288","streblick_bat4","streblick","bat4","M","F","zoo","zoo","phd","phd",0,NA,0,3.09175337990542
"4289","streblick_bat5","streblick","bat5","M","M","zoo","zoo","phd","phd",0,NA,NA,3.83423139031421
"4290","streblick_bat6","streblick","bat6","M","M","zoo","zoo","phd","phd",0,NA,NA,4.49936401018164
"4291","streblick_bat7","streblick","bat7","M","M","zoo","zoo","phd","phd",0.1424,NA,NA,3.87459027848322
"4292","streblick_bella","streblick","bella","M","F","zoo","zoo","phd","phd",0,NA,0,3.25069188041792
"4293","streblick_betty","streblick","betty","M","F","zoo","tole","phd","lab",0,NA,NA,4.44520820619938
"4294","streblick_black-panther","streblick","black-panther","M","M","zoo","tole","phd","postdoc",0,NA,NA,4.09243153420041
"4295","streblick_c","streblick","c","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.10208347832323
"4296","streblick_cat","streblick","cat","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,3.73082228022472
"4297","streblick_cc","streblick","cc","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.15099287929905
"4298","streblick_ccc","streblick","ccc","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.59521660050466
"4299","streblick_ccs","streblick","ccs","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.15815141261853
"4300","streblick_cerce","streblick","cerce","M","F","zoo","zoo","phd","phd",0.1493,NA,0,3.23113145659445
"4301","streblick_cerceson","streblick","cerceson","M","M","zoo","zoo","phd","phd",0,NA,0,5.04433064492909
"4302","streblick_cindy","streblick","cindy","M","F","zoo","tole","phd","lab",0,NA,NA,4.19418753782938
"4303","streblick_cs","streblick","cs","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.12943955130324
"4304","streblick_d","streblick","d","M","F","zoo","tole","phd","lab",0,NA,NA,3.82258013373864
"4305","streblick_dcd","streblick","dcd","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.64749172848059
"4306","streblick_dd","streblick","dd","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.66156972080516
"4307","streblick_ddld","streblick","ddld","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.40106011880896
"4308","streblick_eve","streblick","eve","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,4.30292893153399
"4309","streblick_falcon","streblick","falcon","M","M","zoo","tole","phd","postdoc",0,NA,NA,3.46308108485697
"4310","streblick_flapper","streblick","flapper","M","M","zoo","zoo","phd","phd",0.1247,NA,0,3.72720766265161
"4311","streblick_fran","streblick","fran","M","F","zoo","tole","phd","lab",0,NA,NA,4.88337539800385
"4312","streblick_gayle","streblick","gayle","M","F","zoo","tole","phd","lab",0,NA,NA,4.7800063625339
"4313","streblick_gremlin","streblick","gremlin","M","M","zoo","zoo","phd","phd",0,NA,0,3.52772465461924
"4314","streblick_hera","streblick","hera","M","F","zoo","tole","phd","lab",0,NA,NA,4.33361566316277
"4315","streblick_hilga","streblick","hilga","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.04027176766989
"4316","streblick_hulk","streblick","hulk","M","M","zoo","tole","phd","postdoc",0,NA,NA,3.78333091172061
"4317","streblick_jenna-bat","streblick","jenna-bat","M","M","zoo","gamboa","phd","postdoc",0,NA,NA,3.6196544113837
"4318","streblick_jupiter","streblick","jupiter","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,4.04481394693235
"4319","streblick_kelly","streblick","kelly","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,3.85439099244264
"4320","streblick_ldc","streblick","ldc","M","M","zoo","tole","phd","postdoc",0,NA,NA,6.1305230021771
"4321","streblick_lds","streblick","lds","M","M","zoo","tole","phd","postdoc",0,NA,NA,3.8056319664088
"4322","streblick_lsd","streblick","lsd","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.96368153461865
"4323","streblick_lucyson","streblick","lucyson","M","M","zoo","zoo","phd","phd",0,NA,NA,2.76728847383147
"4324","streblick_mabel","streblick","mabel","M","F","zoo","tole","phd","lab",0,NA,NA,4.86976687655543
"4325","streblick_marce","streblick","marce","M","F","zoo","zoo","phd","phd",0.2036,NA,0,3.39736933099596
"4326","streblick_no-band","streblick","no-band","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,4.30769164961724
"4327","streblick_ola","streblick","ola","M","F","zoo","las.pavas","phd","postdoc",0,NA,NA,4.02539811750247
"4328","streblick_opal","streblick","opal","M","F","zoo","chorrera","phd","lab",0,NA,NA,4.41087389839123
"4329","streblick_piper","streblick","piper","M","F","zoo","chorrera","phd","lab",0,NA,NA,4.30802423159693
"4330","streblick_queen","streblick","queen","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,4.13501627929105
"4331","streblick_r","streblick","r","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.75535918168839
"4332","streblick_rc","streblick","rc","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.41421433802559
"4333","streblick_rina","streblick","rina","M","F","zoo","chorrera","phd","lab",0,NA,NA,3.59983060734647
"4334","streblick_s","streblick","s","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.24083883370057
"4335","streblick_sam6","streblick","sam6","M",NA,"zoo","chilibre","phd","postdoc",0,NA,NA,3.83484497987355
"4336","streblick_sc","streblick","sc","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.35061464902571
"4337","streblick_scc","streblick","scc","M","M","zoo","tole","phd","postdoc",0,NA,NA,4.36580935400975
"4338","streblick_scs","streblick","scs","M","F","zoo","tole","phd","lab",0,NA,NA,4.84976093112424
"4339","streblick_sd","streblick","sd","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.3394345409715
"4340","streblick_shania","streblick","shania","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,3.89191478854815
"4341","streblick_sheldon","streblick","sheldon","M","M","zoo","zoo","phd","phd",0,NA,NA,3.34632908379116
"4342","streblick_six","streblick","six","M","M","zoo","las.pavas","phd","postdoc",0,NA,NA,4.02532985274752
"4343","streblick_snow","streblick","snow","M","F","zoo","zoo","phd","phd",0,NA,0,3.1482196599914
"4344","streblick_son-of-ola","streblick","son-of-ola","M","M","zoo","las.pavas","phd","postdoc",0,NA,NA,4.00581655856047
"4345","streblick_speedster","streblick","speedster","M","M","zoo","zoo","phd","phd",0.1937,NA,0,3.72392302535221
"4346","streblick_ss","streblick","ss","M","F","zoo","tole","phd","postdoc",0,NA,NA,3.7085728807367
"4347","streblick_sss","streblick","sss","M","F","zoo","tole","phd","postdoc",0,NA,NA,4.13804771456615
"4348","streblick_tiffany","streblick","tiffany","M","F","zoo","lake.bayano","phd","lab",0,NA,NA,3.91586168568935
"4349","streblick_vampison","streblick","vampison","M","M","zoo","zoo","phd","phd",NA,NA,NA,3.45365711185718
"4350","streblick_vixen","streblick","vixen","M","F","zoo","chorrera","phd","lab",0,NA,NA,3.77784531449297
"4351","streblick_zaria","streblick","zaria","M","F","zoo","zoo","phd","phd",0.0276,NA,0,3.62124841771774
"4352","streblick_zelda","streblick","zelda","M","F","zoo","chorrera","phd","lab",0,NA,NA,4.43402960136757
"4353","tiffany_alicia","tiffany","alicia","F","F","lake.bayano","chorrera","lab","lab",0,0.000197916666666667,NA,1.36097902452217
